"TID","NOTRANS","TGLORDER","TGLTRANS","TGLESTIMASI","KODE","JENIS","KODEKARYAWAN","KODESALES","KODEPELANGGAN","KODEPEMASOK","CATATAN","JMLTRANS","DISKONPERSEN","DISKONNILAI","BIAYA","TOTALNILAIBELI","TOTALTRANS","JMLBAYAR","SISA","CARABAYAR","KARTU","NOREFKARTU","STATUS","NOREF","POSTED","JNSSTOK","BAYARLAIN1","BAYARLAIN2","KETBAYARLAIN1","KETBAYARLAIN2","TAHUN","BULAN","TGLJTHTEMPO","TGLUPLOAD","TGLUPDATE","JAMUPLOAD","JAMUPDATE","DP"
275,SO2507-00015,2025-07-18,,2025-07-18,SO,Sales Order,E002,"",C2507012,,"",195000.0,0.00,0.0,0.0,0.0,195000.0,0.0,-195000.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
333,TJ2507-00026,,2025-07-29,,TJ,Sales,E002,"",C2507015,,"",75200.0,0.00,0.0,0.0,55930.0,75200.0,75200.0,0.0,Tunai,,,4,SO2507-00033,0,Keluar,0.0,0.0,,,"2025","07",2025-08-28,,,,,0.0
277,TJ2507-00010,,2025-07-18,,TJ,Sales,E002,"",C2507006,,"",1700000.0,0.00,0.0,0.0,650000.0,1700000.0,1700000.0,0.0,Tunai,,,4,SO2507-00009,0,Keluar,0.0,0.0,,,"2025","07",2025-07-18,,,,,0.0
278,SO2507-00016,2025-07-18,,2025-07-18,SO,Sales Order,E002,"",C2507013,,"",765000.0,0.00,0.0,0.0,0.0,765000.0,0.0,-765000.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
283,SO2507-00017,2025-07-21,,2025-07-21,SO,Sales Order,E002,"",C2507014,,"",3105000.0,0.00,0.0,0.0,0.0,3105000.0,0.0,-3105000.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
284,TJ2507-00011,,2025-07-21,,TJ,Sales,E002,"",C2507008,,"",625152.0,0.00,0.0,0.0,356693.19,625152.0,625152.0,0.0,Tunai,,,4,SO2507-00012,0,Keluar,0.0,0.0,,,"2025","07",2025-08-20,,,,,0.0
285,SO2507-00018,2025-07-21,,2025-07-21,SO,Sales Order,E002,"",C2507015,,"",2136992.0,0.00,0.0,0.0,0.0,2136992.0,0.0,-2136992.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
286,SO2507-00019,2025-07-21,,2025-07-21,SO,Sales Order,E002,"",C2507015,,"",161600.0,0.00,0.0,0.0,0.0,161600.0,0.0,-161600.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
287,TJ2507-00012,,2025-07-21,,TJ,Sales,E002,"",C2507015,,"",2136992.0,0.00,0.0,0.0,1055219.05,2136992.0,2136992.0,0.0,Tunai,,,4,SO2507-00018,0,Keluar,0.0,0.0,,,"2025","07",2025-08-20,,,,,0.0
288,TJ2507-00013,,2025-07-21,,TJ,Sales,E002,"",C2507015,,"",161600.0,0.00,0.0,0.0,20230.0,161600.0,161600.0,0.0,Tunai,,,4,SO2507-00019,0,Keluar,0.0,0.0,,,"2025","07",2025-08-20,,,,,0.0
289,TJ2507-00014,,2025-07-21,,TJ,Sales,E002,"",C2507007,,"",32000.0,0.00,0.0,0.0,23800.0,32000.0,32000.0,0.0,Tunai,,,4,SO2507-00011,0,Keluar,0.0,0.0,,,"2025","07",2025-08-20,,,,,0.0
290,TJ2507-00015,,2025-07-21,,TJ,Sales,E002,"",C2507009,,"",20160.0,0.00,0.0,0.0,11520.0,20160.0,20160.0,0.0,Tunai,,,4,SO2507-00013,0,Keluar,0.0,0.0,,,"2025","07",2025-08-20,,,,,0.0
291,SO2507-00020,2025-07-21,,2025-07-21,SO,Sales Order,E002,"",C2507016,,"",21210000,0.00,0.0,0.0,0.0,21210000,0.0,-21210000,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
298,TJ2507-00017,,2025-07-22,,TJ,Sales,E002,"",C2507015,,"",11200.0,0.00,0.0,0.0,8330.0,11200.0,11200.0,0.0,Tunai,,,4,SO2507-00022,0,Keluar,0.0,0.0,,,"2025","07",2025-08-21,,,,,0.0
293,SO2507-00022,2025-07-22,,2025-07-22,SO,Sales Order,E002,"",C2507015,,"",11200.0,0.00,0.0,0.0,0.0,11200.0,0.0,-11200.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
297,TJ2507-00016,,2025-07-22,,TJ,Sales,E002,"",C2507015,,"",570625.0,0.00,0.0,0.0,202125.0,570625.0,570625.0,0.0,Tunai,,,4,SO2507-00025,0,Keluar,0.0,0.0,,,"2025","07",2025-08-21,,,,,0.0
300,SO2507-00026,2025-07-22,,2025-07-22,SO,Sales Order,E002,"",C2507017,,"",74500.0,0.00,0.0,0.0,0.0,74500.0,0.0,-74500.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
296,SO2507-00025,2025-07-22,,2025-07-22,SO,Sales Order,E002,"",C2507015,,"",570625.0,0.00,0.0,0.0,0.0,570625.0,0.0,-570625.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
334,SO2507-00034,2025-07-29,,2025-07-29,SO,Sales Order,E002,"",C2507017,,"",48000.0,0.00,0.0,0.0,0.0,48000.0,0.0,-48000.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
302,TJ2507-00019,,2025-07-23,,TJ,Sales,E002,"",C2507012,,"",195000.0,0.00,0.0,0.0,29900.0,195000.0,195000.0,0.0,Tunai,,,4,SO2507-00015,0,Keluar,0.0,0.0,,,"2025","07",2025-08-21,,,,,0.0
313,SO2507-00027,2025-07-23,,2025-07-23,SO,Sales Order,E002,"",C2507015,,"",48000.0,0.00,0.0,0.0,0.0,48000.0,0.0,-48000.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
335,TJ2507-00027,,2025-07-29,,TJ,Sales,E002,"",C2507017,,"",74500.0,0.00,0.0,0.0,28100.0,74500.0,74500.0,0.0,Tunai,,,4,SO2507-00026,0,Keluar,0.0,0.0,,,"2025","07",2025-08-28,,,,,0.0
336,TJ2507-00028,,2025-07-29,,TJ,Sales,E002,"",C2507017,,"",48000.0,0.00,0.0,0.0,35700.0,48000.0,48000.0,0.0,Tunai,,,4,SO2507-00034,0,Keluar,0.0,0.0,,,"2025","07",2025-08-28,,,,,0.0
337,SO2507-00035,2025-07-29,,2025-07-29,SO,Sales Order,E002,"",C2507015,,"",22500.0,0.00,0.0,0.0,0.0,22500.0,0.0,-22500.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
339,SO2507-00036,2025-07-30,,2025-07-30,SO,Sales Order,E002,"",C2507018,,"",130000.0,0.00,0.0,0.0,0.0,130000.0,0.0,-130000.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
340,SO2507-00037,2025-07-10,,2025-07-10,SO,Sales Order,E002,"",C2507015,,"",704100.0,0.00,0.0,0.0,0.0,704100.0,0.0,-704100.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
309,SA2507-00001,,2025-07-23,,SA,Sales Order,E002,"",Tunai,,"",0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
341,TJ2507-00029,,2025-07-30,,TJ,Sales,E002,"",C2507015,,"",704100.0,0.00,0.0,0.0,317340.0,704100.0,704100.0,0.0,Tunai,,,4,SO2507-00037,0,Keluar,0.0,0.0,,,"2025","07",2025-08-29,,,,,0.0
342,TJ2507-00030,,2025-07-30,,TJ,Sales,E002,"",C2507015,,"",22500.0,0.00,0.0,0.0,17850.0,22500.0,22500.0,0.0,Tunai,,,4,SO2507-00035,0,Keluar,0.0,0.0,,,"2025","07",2025-08-29,,,,,0.0
343,TJ2507-00031,,2025-07-30,,TJ,Sales,E002,"",C2507018,,"",130000.0,0.00,0.0,0.0,29900.0,130000.0,130000.0,0.0,Tunai,,,4,SO2507-00036,0,Keluar,0.0,0.0,,,"2025","07",2025-08-29,,,,,0.0
316,TJ2507-00021,,2025-07-23,,TJ,Sales,E002,"",C2507015,,"",48000.0,0.00,0.0,0.0,35700.0,48000.0,48000.0,0.0,Tunai,,,4,SO2507-00027,0,Keluar,0.0,0.0,,,"2025","07",2025-08-22,,,,,0.0
317,SA2507-00002,,2025-07-23,,SA,Sales Order,E002,"",Tunai,,"",0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
318,SA2507-00003,,2025-07-23,,SA,Sales Order,E002,"",Tunai,,"",0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
319,SA2507-00004,,2025-07-23,,SA,Sales Order,E002,"",Tunai,,"",0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
346,SO2507-00040,2025-07-31,,2025-07-31,SO,Sales Order,E002,"",C2507019,,"",75000.0,0.00,0.0,0.0,0.0,75000.0,0.0,-75000.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
345,SO2507-00039,2025-07-30,,2025-07-30,SO,Sales Order,E002,"",C2507015,,"",122625.0,0.00,0.0,0.0,0.0,122625.0,0.0,-122625.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
347,SO2507-00041,2025-07-31,,2025-07-31,SO,Sales Order,E002,"",C2507018,,"",25500.0,0.00,0.0,0.0,0.0,25500.0,0.0,-25500.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
349,SO2507-00042,2025-07-31,,2025-07-31,SO,Sales Order,E002,"",C2507015,,"",1003200.0,0.00,0.0,0.0,0.0,1003200.0,0.0,-1003200.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
350,SO2507-00043,2025-07-31,,2025-07-31,SO,Sales Order,E002,"",C2507017,,"",117000.0,0.00,0.0,0.0,0.0,117000.0,0.0,-117000.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
351,TJ2507-00032,,2025-07-31,,TJ,Sales,E002,"",C2507018,,"",25500.0,0.00,0.0,0.0,9900.0,25500.0,25500.0,0.0,Tunai,,,4,SO2507-00041,0,Keluar,0.0,0.0,,,"2025","07",2025-08-30,,,,,0.0
352,TJ2507-00033,,2025-07-31,,TJ,Sales,E002,"",C2507015,,"",122625.0,0.00,0.0,0.0,0.0,122625.0,122625.0,0.0,Tunai,,,4,SO2507-00039,0,Keluar,0.0,0.0,,,"2025","07",2025-08-30,,,,,0.0
353,SO2507-00044,2025-07-31,,2025-07-31,SO,Sales Order,E002,"",C2507018,,"",157000.0,0.00,0.0,0.0,0.0,157000.0,0.0,-157000.0,,,,4,,0,,0.0,0.0,,,"2025","07",,,,,,0.0
354,TJ2508-00001,,2025-08-01,,TJ,Sales,E002,"",C2507018,,"",157000.0,0.00,0.0,0.0,35700.0,157000.0,157000.0,0.0,Tunai,,,4,SO2507-00044,0,Keluar,0.0,0.0,,,"2025","08",2025-08-01,,,,,0.0
355,SO2508-00001,2025-08-01,,2025-08-01,SO,Sales Order,E002,"",C2507015,,"",36750.0,0.00,0.0,0.0,0.0,36750.0,0.0,-36750.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
358,TJ2508-00002,,2025-08-01,,TJ,Sales,E002,"",C2507015,,"",12000.0,0.00,0.0,0.0,8925.0,12000.0,12000.0,0.0,Tunai,,,4,SO2508-00002,0,Keluar,0.0,0.0,,,"2025","08",2025-02-07,,,,,0.0
357,SO2508-00002,2025-08-01,,2025-08-01,SO,Sales Order,E002,"",C2507015,,"",12000.0,0.00,0.0,0.0,0.0,12000.0,0.0,-12000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
359,SO2508-00003,2025-08-01,,2025-08-02,SO,Sales Order,E002,"",C2508001,,"",49500.0,0.00,0.0,0.0,0.0,49500.0,49500.0,0.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
360,TJ2508-00003,,2025-08-01,,TJ,Sales,E002,"",C2507019,,"",75000.0,0.00,0.0,0.0,0.0,75000.0,75000.0,0.0,Tunai,,,4,SO2507-00040,0,Keluar,0.0,0.0,,,"2025","08",2025-08-01,,,,,0.0
361,SO2508-00004,2025-08-01,,2025-08-01,SO,Sales Order,E002,"",C2507012,,"",65000.0,0.00,0.0,0.0,0.0,65000.0,0.0,-65000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
362,TJ2508-00004,,2025-08-01,,TJ,Sales,E002,"",C2507015,,"",12000.0,0.00,0.0,0.0,8925.0,12000.0,12000.0,0.0,Tunai,,,4,SO2508-00002,0,Keluar,0.0,0.0,,,"2025","08",2025-08-01,,,,,0.0
363,TJ2508-00005,,2025-08-01,,TJ,Sales,E002,"",C2507015,,"",36750.0,0.00,0.0,0.0,0.0,36750.0,36750.0,0.0,Tunai,,,4,SO2508-00001,0,Keluar,0.0,0.0,,,"2025","08",2025-08-01,,,,,0.0
364,SO2508-00005,2025-08-02,,2025-08-08,SO,Sales Order,E002,"",C2508002,,"",11250000,0.00,0.0,0.0,0.0,11250000,0.0,-6750000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,4500000.0
365,TJ2508-00006,,2025-08-02,,TJ,Sales,E002,"",C2508001,,"",49500.0,0.00,0.0,0.0,0.0,49500.0,49500.0,0.0,Tunai,,,4,SO2508-00003,0,Keluar,0.0,0.0,,,"2025","08",2025-08-02,,,,,0.0
366,TJ2508-00007,,2025-08-02,,TJ,Sales,E002,"",C2507012,,"",65000.0,0.00,0.0,0.0,29900.0,65000.0,65000.0,0.0,Tunai,,,4,SO2508-00004,0,Keluar,0.0,0.0,,,"2025","08",2025-03-02,,,,,0.0
367,SO2508-00006,2025-08-02,,2025-08-02,SO,Sales Order,E002,"",C2508003,,"",57000.0,0.00,0.0,0.0,0.0,57000.0,0.0,-57000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
368,SO2508-00007,2025-08-02,,2025-08-02,SO,Sales Order,E002,"",C2507018,,"",336000.0,0.00,0.0,0.0,0.0,336000.0,0.0,-336000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
369,TJ2508-00008,,2025-08-02,,TJ,Sales,E002,"",C2507018,,"",336000.0,0.00,0.0,0.0,0.0,336000.0,336000.0,0.0,Tunai,,,4,SO2508-00007,0,Keluar,0.0,0.0,,,"2025","08",2025-08-02,,,,,0.0
370,TJ2508-00009,,2025-08-02,,TJ,Sales,E002,"",C2508003,,"",57000.0,0.00,0.0,0.0,0.0,57000.0,57000.0,0.0,Tunai,,,4,SO2508-00006,0,Keluar,0.0,0.0,,,"2025","08",2025-08-02,,,,,0.0
371,SO2508-00008,2025-08-02,,2025-08-02,SO,Sales Order,E002,"",C2507015,,"",285000.0,0.00,0.0,0.0,0.0,285000.0,0.0,-285000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
372,SO2508-00009,2025-08-04,,2025-08-04,SO,Sales Order,E002,"",C2507015,,"",30000.0,0.00,0.0,0.0,0.0,30000.0,0.0,-30000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
373,SO2508-00010,2025-08-04,,2025-08-04,SO,Sales Order,E002,"",C2508004,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,0.0,-15000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
374,TJ2508-00010,,2025-08-04,,TJ,Sales,E002,"",C2508004,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,15000.0,0.0,Tunai,,,4,SO2508-00010,0,Keluar,0.0,0.0,,,"2025","08",2025-08-04,,,,,0.0
375,SO2508-00011,2025-08-04,,2025-08-04,SO,Sales Order,E002,"",C2507015,,"",80920.0,0.00,0.0,0.0,0.0,80920.0,0.0,-80920.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
376,TB2508-00001,,2025-08-05,,TB,Purchase,E002,"",,S003,"",900000.0,0.00,0.0,0.0,900000.0,900000.0,900000.0,0.0,Tunai,,,0,PO2507-00001,0,Keluar,0.0,0.0,,,"2025","08",,,,,,0.0
377,SO2508-00012,2025-08-05,,2025-08-05,SO,Sales Order,E002,"",C2508005,,"",270000.0,0.00,0.0,0.0,0.0,270000.0,0.0,-270000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
378,TJ2508-00011,,2025-08-05,,TJ,Sales,E002,"",C2508005,,"",270000.0,0.00,0.0,0.0,0.0,270000.0,270000.0,0.0,Tunai,,,4,SO2508-00012,0,Keluar,0.0,0.0,,,"2025","08",2025-08-05,,,,,0.0
379,SO2508-00013,2025-08-05,,2025-08-05,SO,Sales Order,E002,"",C2508005,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,0.0,-15000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
380,SO2508-00014,2025-08-05,,2025-08-05,SO,Sales Order,E002,"",C2507015,,"",72500.0,0.00,0.0,0.0,0.0,72500.0,0.0,-72500.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
381,TJ2508-00012,,2025-08-05,,TJ,Sales,E002,"",C2508005,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,15000.0,0.0,Tunai,,,4,SO2508-00013,0,Keluar,0.0,0.0,,,"2025","08",2025-08-05,,,,,0.0
382,SO2508-00015,2025-08-06,,2025-08-06,SO,Sales Order,E002,"",C2507018,,"",1000000.0,0.00,0.0,0.0,0.0,1000000.0,0.0,-1000000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
383,SO2508-00016,2025-08-06,,2025-08-06,SO,Sales Order,E002,"",C2507007,,"",67500.0,0.00,0.0,0.0,0.0,67500.0,0.0,-67500.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
384,TJ2508-00013,,2025-08-06,,TJ,Sales,E002,"",C2507007,,"",67500.0,0.00,0.0,0.0,0.0,67500.0,67500.0,0.0,Tunai,,,4,SO2508-00016,0,Keluar,0.0,0.0,,,"2025","08",2025-08-06,,,,,0.0
385,TJ2508-00014,,2025-08-06,,TJ,Sales,E002,"",C2507017,,"",117000.0,0.00,0.0,0.0,0.0,117000.0,117000.0,0.0,Tunai,,,4,SO2507-00043,0,Keluar,0.0,0.0,,,"2025","08",2025-08-06,,,,,0.0
386,SO2508-00017,2025-08-06,,2025-08-06,SO,Sales Order,E002,"",C2507015,,"",369900.0,0.00,0.0,0.0,0.0,369900.0,0.0,-369900.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
387,TJ2508-00015,,2025-08-07,,TJ,Sales,E002,"",C2507018,,"",1000000.0,0.00,0.0,0.0,0.0,1000000.0,1000000.0,0.0,Tunai,,,4,SO2508-00015,0,Keluar,0.0,0.0,,,"2025","08",2025-08-07,,,,,0.0
388,PO2508-00001,2025-08-04,,,PO,Purchase Order,E002,"",,S003,JAPO TGL 18 AGUSTUS ,300000.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
389,SO2508-00018,2025-08-07,,2025-08-07,SO,Sales Order,E002,"",C2508006,,"",40000.0,0.00,0.0,0.0,0.0,40000.0,0.0,-40000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
390,TJ2508-00016,,2025-08-07,,TJ,Sales,E002,"",C2508006,,"",40000.0,0.00,0.0,0.0,0.0,40000.0,40000.0,0.0,Tunai,,,4,SO2508-00018,0,Keluar,0.0,0.0,,,"2025","08",2025-08-07,,,,,0.0
391,SO2508-00019,2025-08-07,,2025-08-07,SO,Sales Order,E002,"",C2507015,,"",158700.0,0.00,0.0,0.0,0.0,158700.0,0.0,-158700.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
392,SO2508-00020,2025-08-07,,2025-08-07,SO,Sales Order,E002,"",C2507015,,"",67500.0,0.00,0.0,0.0,0.0,67500.0,0.0,-67500.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
393,TJ2508-00017,,2025-08-07,,TJ,Sales,E002,"",C2507015,,"",67500.0,0.00,0.0,0.0,0.0,67500.0,67500.0,0.0,Tunai,,,4,SO2508-00020,0,Keluar,0.0,0.0,,,"2025","08",2025-08-07,,,,,0.0
394,SO2508-00021,2025-08-08,,2025-08-08,SO,Sales Order,E002,"",C2507015,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,0.0,-15000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
396,SO2508-00022,2025-08-08,,2025-08-08,SO,Sales Order,E002,"",C2508007,,"",73027.5,0.00,0.0,0.0,0.0,73027.5,0.0,-73027.5,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
397,SO2508-00023,2025-08-08,,2025-08-08,SO,Sales Order,E002,"",C2507015,,"",3257352.0,0.00,0.0,0.0,0.0,3257352.0,0.0,-3257352.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
398,SO2508-00024,2025-08-08,,2025-08-08,SO,Sales Order,E002,"",C2507017,,"",67500.0,0.00,0.0,0.0,0.0,67500.0,0.0,-67500.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
399,TJ2508-00018,,2025-08-08,,TJ,Sales,E002,"",C2508007,,"",73028.0,0.00,0.0,0.0,20223.0,73028.0,73028.0,0.0,Tunai,,,4,SO2508-00022,0,Keluar,0.0,0.0,,,"2025","08",2025-08-08,,,,,0.0
400,SO2508-00025,2025-08-09,,2025-08-09,SO,Sales Order,E002,"",C2507015,,"",201600.0,0.00,0.0,0.0,0.0,201600.0,0.0,-201600.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
401,SO2508-00026,2025-08-09,,2025-08-09,SO,Sales Order,E002,"",C2507017,,"",45000.0,0.00,0.0,0.0,0.0,45000.0,0.0,-45000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
403,SO2508-00027,2025-08-09,,2025-08-09,SO,Sales Order,E002,"",C2507015,,"",56250.0,0.00,0.0,0.0,0.0,56250.0,0.0,-56250.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
404,SO2508-00028,2025-08-11,,2025-08-11,SO,Sales Order,E002,"",C2508008,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,0.0,-15000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
405,TJ2508-00019,,2025-08-11,,TJ,Sales,E002,"",C2508008,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,15000.0,0.0,Tunai,,,4,SO2508-00028,0,Keluar,0.0,0.0,,,"2025","08",2025-08-11,,,,,0.0
406,SO2508-00029,2025-08-11,,2025-08-11,SO,Sales Order,E002,"",C2507015,,"",260000.0,0.00,0.0,0.0,0.0,260000.0,0.0,-260000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
407,SO2508-00030,2025-08-11,,2025-08-11,SO,Sales Order,E002,"",C2507012,,"",1445000.0,0.00,0.0,0.0,0.0,1445000.0,0.0,-1445000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
408,SO2508-00031,2025-08-11,,2025-08-12,SO,Sales Order,E002,"",C2508009,,"",87500.0,0.00,0.0,0.0,0.0,87500.0,87500.0,0.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
409,SO2508-00032,2025-08-11,,2025-08-12,SO,Sales Order,E002,"",C2508010,,"",102500.0,0.00,0.0,0.0,0.0,102500.0,102500.0,0.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
410,SO2508-00033,2025-08-11,,2025-08-11,SO,Sales Order,E002,"",C2507015,,"",38400.0,0.00,0.0,0.0,0.0,38400.0,0.0,-38400.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
411,TJ2508-00020,,2025-08-12,,TJ,Sales,E002,"",C2508009,,"",87500.0,0.00,0.0,0.0,0.0,87500.0,87500.0,0.0,Tunai,,,4,SO2508-00031,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
412,TJ2508-00021,,2025-08-12,,TJ,Sales,E002,"",C2508010,,"",102500.0,0.00,0.0,0.0,19500.0,102500.0,102500.0,0.0,Tunai,,,4,SO2508-00032,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
413,SO2508-00034,2025-08-12,,2025-08-12,SO,Sales Order,E002,"",C2507015,,"",38430.0,0.00,0.0,0.0,0.0,38430.0,0.0,-38430.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
414,SO2508-00035,2025-08-12,,2025-08-12,SO,Sales Order,E002,"",C2507018,,"",130000.0,0.00,0.0,0.0,0.0,130000.0,0.0,-130000.0,,,,4,,0,,0.0,0.0,,,"2025","08",,,,,,0.0
415,TJ2508-00022,,2025-08-12,,TJ,Sales,E002,"",C2507015,,"",1003200.0,0.00,0.0,0.0,163268.0,1003200.0,1003200.0,0.0,Tunai,,,4,SO2507-00042,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
416,TJ2508-00023,,2025-08-12,,TJ,Sales,E002,"",C2507015,,"",285000.0,0.00,0.0,0.0,0.0,285000.0,285000.0,0.0,Tunai,,,4,SO2508-00008,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
417,TJ2508-00024,,2025-08-12,,TJ,Sales,E002,"",C2507015,,"",30000.0,0.00,0.0,0.0,0.0,30000.0,30000.0,0.0,Tunai,,,4,SO2508-00009,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
418,TJ2508-00025,,2025-08-12,,TJ,Sales,E002,"",C2507015,,"",80920.0,0.00,0.0,0.0,11900.0,80920.0,80920.0,0.0,Tunai,,,4,SO2508-00011,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
419,TJ2508-00026,,2025-08-12,,TJ,Sales,E002,"",C2507015,,"",72500.0,0.00,0.0,0.0,0.0,72500.0,72500.0,0.0,Tunai,,,4,SO2508-00014,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
420,TJ2508-00027,,2025-08-12,,TJ,Sales,E002,"",C2507015,,"",369900.0,0.00,0.0,0.0,8910.0,369900.0,369900.0,0.0,Tunai,,,4,SO2508-00017,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
421,TJ2508-00028,,2025-08-12,,TJ,Sales,E002,"",C2507015,,"",158700.0,0.00,0.0,0.0,8250.0,158700.0,158700.0,0.0,Tunai,,,4,SO2508-00019,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
422,TJ2508-00029,,2025-08-12,,TJ,Sales,E002,"",C2507015,,"",15000.0,0.00,0.0,0.0,0.0,15000.0,15000.0,0.0,Tunai,,,4,SO2508-00021,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
423,TJ2508-00030,,2025-08-12,,TJ,Sales,E002,"",C2507015,,"",201600.0,0.00,0.0,0.0,0.0,201600.0,201600.0,0.0,Tunai,,,4,SO2508-00025,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
424,TJ2508-00031,,2025-08-12,,TJ,Sales,E002,"",C2507015,,"",56250.0,0.00,0.0,0.0,0.0,56250.0,56250.0,0.0,Tunai,,,4,SO2508-00027,0,Keluar,0.0,0.0,,,"2025","08",2025-08-12,,,,,0.0
